sort,study,ref,source,species,taxon,thermy,growth,climate_pop,climate_sp,breeding,dispersal,migration,mating,parenting,SSD,ageclass,trait,unit,direction,category,background,Mean_M,SD_M,M_n,Mean_F,SD_F,F_n,behavioural categories,physiological category,Dependency temporal level,Dependency individual level,Dependency behaviour,notes,include_1,reason for exclusion,include_2
403,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,both,NA,NA,fearlessness-adult autumn,cm,high values = fast,behavior,lab,94.00,200.51,19.00,105.00,97.28,14.00,stress-coping,,0,2,0, ,1,,1
404,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,both,NA,NA,boldness-juveniles spring,s,high values = slow,behavior,lab,151.00,1588.00,16.00,1385.00,1413.35,12.00,NA,,NA,NA,NA, ,0,", levels dropped because too complicated dependencies",0
405,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,both,NA,NA,boldness-adult spring,s,high values = slow,behavior,lab,688.00,1108.51,12.00,648.00,1632.00,16.00,boldness,,0,1,0, ,1,,1
406,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,both,NA,NA,boldness-juvenile autumn,s,high values = slow,behavior,lab,1064.00,1351.26,19.00,1045.00,3356.27,14.00,NA,,NA,NA,NA, ,0,", levels dropped because too complicated dependencies",0
407,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,both,NA,NA,boldness-adult autumn,s,high values = slow,behavior,lab,874.00,1285.88,19.00,1030.00,1485.44,14.00,boldness,,0,2,0, ,1,,1
408,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,both,NA,NA,exploration-juveniles spring,#,high values = fast,behavior,lab,17.00,13.86,12.00,28.00,58.09,15.00,NA,,NA,NA,NA, ,0,", levels dropped because too complicated dependencies",0
409,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,both,NA,NA,exploration-adult spring,#,high values = fast,behavior,lab,18.00,24.25,12.00,11.00,20.00,16.00,exploration,,0,1,0, ,1,,1
410,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,both,NA,NA,exploration-juvenile autumn,#,high values = fast,behavior,lab,9.00,13.08,19.00,23.00,28.84,13.00,NA,,NA,NA,NA, ,0,", levels dropped because too complicated dependencies",0
411,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,both,NA,NA,exploration-adult autumn,#,high values = fast,behavior,lab,15.00,26.15,19.00,37.00,56.12,14.00,exploration,,0,2,0, ,1,,1
412,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,both,NA,NA,RMR juveniles spring,litres O2/(h*kg),high values = fast,physiology,lab,0.87,0.13,10.00,0.76,0.11,14.00,NA,,NA,NA,NA, ,0,", levels dropped because too complicated dependencies",0
413,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,both,NA,NA,RMR adult spring,litres O2/(h*kg),high values = fast,physiology,lab,0.96,0.32,10.00,0.84,0.22,14.00,NA,other,0,1,NA, ,1,,1
414,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,both,NA,NA,RMR juveniles autumn,litres O2/(h*kg),high values = fast,physiology,lab,0.90,0.09,10.00,0.92,0.07,13.00,NA,,NA,NA,NA, ,0,", levels dropped because too complicated dependencies",0
415,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,both,NA,NA,RMR adult autumn,litres O2/(h*kg),high values = fast,physiology,lab,0.84,0.10,12.00,0.86,0.25,13.00,NA,other,0,2,NA, ,1,,1
416,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,both,NA,NA,baseline cortisol juveniles spring,ng/ml,high values = slow,physiology,lab,439.00,488.44,12.00,594.00,584.10,13.00,NA,,NA,NA,NA, ,0,", levels dropped because too complicated dependencies",0
417,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,both,NA,NA,baseline cortisol adult spring,ng/ml,high values = slow,physiology,lab,250.00,265.33,11.00,380.00,429.90,15.00,NA,baseline,0,1,NA, ,1,,1
418,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,both,NA,NA,baseline cortisol juveniles autumn,ng/ml,high values = slow,physiology,lab,370.00,449.42,17.00,626.00,467.71,14.00,NA,,NA,NA,NA, ,0,", levels dropped because too complicated dependencies",0
419,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,both,NA,NA,baseline cortisol adult autumn,ng/ml,high values = slow,physiology,lab,217.00,185.54,17.00,409.00,370.42,14.00,NA,baseline,0,2,NA, ,1,,1
420,A219,"Guenther, A; Palme, R; Dersen, M; Kaiser, S; Trillmich, F",10.1016/j.physbeh.2013.10.017,Cavia aperea,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,both,NA,NA,maturation spring,days,high values = slow,development,lab,39.00,21.00,9.00,50.30,53.88,14.00,NA,,0,0,NA,should be developmental,1,,1
421,A219,"Guenther, A; Palme, R; Dersen, M; Kaiser, S; Trillmich, F",10.1016/j.physbeh.2013.10.017,Cavia aperea,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,both,NA,NA,maturation autumn,days,high values = slow,development,lab,66.00,31.11,8.00,85.10,73.82,8.00,NA,,0,0,NA,should be developmental,1,,1
422,A414,"Miller, DA; Vleck, CM; Otis, DL",10.1016/j.yhbeh.2009.08.001,Zenaida macroura,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Corticosterone: baseline,ng/ml,high values = slow,physiology,wild,3.72,1.57,30.00,3.86,1.79,35.00,NA,baseline,1,1,NA, ,1,,1
423,A414,"Miller, DA; Vleck, CM; Otis, DL",10.1016/j.yhbeh.2009.08.001,Zenaida macroura,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Corticosterone: 30 minutes after,ng/ml,high values = slow,physiology,wild,28.14,11.79,30.00,31.03,11.18,35.00,NA,stressed,1,1,NA, ,1,,1
424,A414,"Miller, DA; Vleck, CM; Otis, DL",10.1016/j.yhbeh.2009.08.001,Zenaida macroura,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Corticosterone: stress,ng/ml,high values = slow,physiology,wild,24.42,11.70,30.00,27.17,11.12,35.00,NA,stressed,1,1,NA, ,1,,1
425,A414,"Miller, DA; Vleck, CM; Otis, DL",10.1016/j.yhbeh.2009.08.001,Zenaida macroura,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Prolactin: baseline,ng/ml,high values = slow,physiology,wild,24.88,3.97,30.00,24.14,5.37,35.00,NA,baseline,2,1,NA, ,1,,1
426,A414,"Miller, DA; Vleck, CM; Otis, DL",10.1016/j.yhbeh.2009.08.001,Zenaida macroura,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Prolactin: 30 minutes after,ng/ml,high values = slow,physiology,wild,20.54,4.90,30.00,20.16,4.88,35.00,NA,stressed,2,1,NA, ,1,,1
427,A414,"Miller, DA; Vleck, CM; Otis, DL",10.1016/j.yhbeh.2009.08.001,Zenaida macroura,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Prolactin: stress,ng/ml,high values = slow,physiology,wild,-4.34,3.95,30.00,-3.98,2.95,35.00,NA,,2,1,NA, ,0,,0
428,A419,"Mitchell, GW; Wheelwright, NT; Guglielmo, CG; Norris, DR",10.1111/j.1474-919X.2012.01212.x,Passerculus sandwichensis,bird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"body mass, body mass",0
429,A422,"Montiglio, PO; Garant, D; Pelletier, F; Reale, D",10.1007/s00265-014-1812-x,Tamias striatus,mammal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"No sex-specific mean values given, No sex-specific mean values given",0
430,A427,"Moraiti, CA; Nakas, CT; Papadopoulos, NT",10.1016/j.jinsphys.2012.05.012,Rhagoletis cerasi,arthropod,NA,NA,NA,NA,semelparous,NA,NA,promiscuity,none,NA,NA,Longevity,days,high values = slow,life history,wild,64.40,21.21,50.00,63.60,21.21,50.00,NA,,0,1,NA,"SIZE AND SURVIVAL ESTIMATES NICELY IN TABLE, population 1/annual, SIZE AND SURVIVAL ESTIMATES NICELY IN TABLE, population 1/annual",1,,1
431,A427,"Moraiti, CA; Nakas, CT; Papadopoulos, NT",10.1016/j.jinsphys.2012.05.012,Rhagoletis cerasi,arthropod,NA,NA,NA,NA,semelparous,NA,NA,promiscuity,none,NA,NA,Longevity,days,high values = slow,life history,wild,58.70,25.46,50.00,51.20,29.70,50.00,NA,,0,2,NA,"SIZE AND SURVIVAL ESTIMATES NICELY IN TABLE, population 1/prolonged, SIZE AND SURVIVAL ESTIMATES NICELY IN TABLE, population 1/prolonged",1,,1
432,A427,"Moraiti, CA; Nakas, CT; Papadopoulos, NT",10.1016/j.jinsphys.2012.05.012,Rhagoletis cerasi,arthropod,NA,NA,NA,NA,semelparous,NA,NA,promiscuity,none,NA,NA,Longevity,days,high values = slow,life history,wild,54.90,21.92,50.00,57.70,19.09,50.00,NA,,0,1,NA,"SIZE AND SURVIVAL ESTIMATES NICELY IN TABLE, population 2/annual, SIZE AND SURVIVAL ESTIMATES NICELY IN TABLE, population 2/annual",1,,1
433,A427,"Moraiti, CA; Nakas, CT; Papadopoulos, NT",10.1016/j.jinsphys.2012.05.012,Rhagoletis cerasi,arthropod,NA,NA,NA,NA,semelparous,NA,NA,promiscuity,none,NA,NA,Longevity,days,high values = slow,life history,wild,59.70,28.70,49.00,47.90,25.20,49.00,NA,,0,2,NA,"SIZE AND SURVIVAL ESTIMATES NICELY IN TABLE, population 2/prolonged, SIZE AND SURVIVAL ESTIMATES NICELY IN TABLE, population 2/prolonged",1,,1
434,A434,"Mumme, RL",10.1676/09-030.1,Myioborus miniatus,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Provisioning rate,trips/hour,high values = slow,behavior,wild,8.30,2.45,24.00,11.70,3.92,24.00,parenting,,0,0,0,"PROVISIONNING RATE IN TEXT, Provision rate, PROVISIONNING RATE IN TEXT, Provision rate",1,,1
435,A451,"Ouyang, JQ; Sharp, P; Quetting, M; Hau, M",10.1111/jeb.12202,Parus major,bird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"No sex-specific mean values given, No sex-specific mean values given",0
436,A458,"Pandey, P; Mishra, G; Omkar",10.1016/j.aspen.2013.05.004,Zygogramma bicolorata,insect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"No sex-specific mean values given, No sex-specific mean values given",0
437,A473,"Reed, WL; Clark, ME; Parker, PG; Raouf, SA; Arguedas, N; Monk, DS; Snajdr, E; Nolan, V; Ketterson, ED",10.1086/503054,Junco hyemalis carolinensis,bird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"males and females not comparable, males and females not comparable",0
438,A479,"Riechert, J; Chastel, O; Becker, PH",10.1086/675682,Sterna hirundo,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Corticosterone,ng/ml,high values = slow,physiology,wild,4.40,8.65,13.00,5.80,10.10,14.00,NA,baseline,0,1,NA,"PHYSIOLOGY IN TEXT &  FIGURES, 2008: satiated, PHYSIOLOGY IN TEXT &  FIGURES, 2008: satiated",1,,1
439,A479,"Riechert, J; Chastel, O; Becker, PH",10.1086/675682,Sterna hirundo,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Corticosterone,ng/ml,high values = slow,physiology,wild,5.50,5.77,13.00,5.50,6.36,14.00,NA,baseline,0,1,NA,"PHYSIOLOGY IN TEXT &  FIGURES, 2008: hungry, PHYSIOLOGY IN TEXT &  FIGURES, 2008: hungry",1,,1
440,A479,"Riechert, J; Chastel, O; Becker, PH",10.1086/675682,Sterna hirundo,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Corticosterone,ng/ml,high values = slow,physiology,wild,5.50,7.27,12.00,3.60,2.85,10.00,NA,baseline,0,2,NA,"PHYSIOLOGY IN TEXT &  FIGURES, 2009: satiated, PHYSIOLOGY IN TEXT &  FIGURES, 2009: satiated",1,,1
441,A479,"Riechert, J; Chastel, O; Becker, PH",10.1086/675682,Sterna hirundo,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Corticosterone,ng/ml,high values = slow,physiology,wild,5.50,7.62,12.00,7.00,12.02,10.00,NA,baseline,0,2,NA,"PHYSIOLOGY IN TEXT &  FIGURES, 2009: hungry, PHYSIOLOGY IN TEXT &  FIGURES, 2009: hungry",1,,1
442,A479,"Riechert, J; Chastel, O; Becker, PH",10.1086/675682,Sterna hirundo,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Corticosterone,ng/ml,high values = slow,physiology,wild,5.79,2.70,25.00,5.55,2.60,26.00,NA,baseline,0,3,NA,"PHYSIOLOGY IN TEXT &  FIGURES, early incubation stage: experienced, PHYSIOLOGY IN TEXT &  FIGURES, early incubation stage: experienced",1,,1
443,A479,"Riechert, J; Chastel, O; Becker, PH",10.1086/675682,Sterna hirundo,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Corticosterone,ng/ml,high values = slow,physiology,wild,6.62,3.81,28.00,6.32,2.69,29.00,NA,baseline,0,3,NA,"PHYSIOLOGY IN TEXT &  FIGURES, mid incubation stage: experienced, PHYSIOLOGY IN TEXT &  FIGURES, mid incubation stage: experienced",1,,1
444,A479,"Riechert, J; Chastel, O; Becker, PH",10.1086/675682,Sterna hirundo,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Corticosterone,ng/ml,high values = slow,physiology,wild,8.85,4.97,22.00,1.93,4.56,23.00,NA,baseline,0,3,NA,"PHYSIOLOGY IN TEXT &  FIGURES, early chick stage: experienced, PHYSIOLOGY IN TEXT &  FIGURES, early chick stage: experienced",1,,1
445,A479,"Riechert, J; Chastel, O; Becker, PH",10.1086/675682,Sterna hirundo,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Corticosterone,ng/ml,high values = slow,physiology,wild,7.64,3.24,22.00,6.97,3.87,24.00,NA,baseline,0,4,NA,"PHYSIOLOGY IN TEXT &  FIGURES, early incubation stage: unexperienced, PHYSIOLOGY IN TEXT &  FIGURES, early incubation stage: unexperienced",1,,1
446,A479,"Riechert, J; Chastel, O; Becker, PH",10.1086/675682,Sterna hirundo,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Corticosterone,ng/ml,high values = slow,physiology,wild,6.44,3.70,25.00,6.36,3.14,24.00,NA,baseline,0,4,NA,"PHYSIOLOGY IN TEXT &  FIGURES, mid incubation stage: unexperienced, PHYSIOLOGY IN TEXT &  FIGURES, mid incubation stage: unexperienced",1,,1
447,A479,"Riechert, J; Chastel, O; Becker, PH",10.1086/675682,Sterna hirundo,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Corticosterone,ng/ml,high values = slow,physiology,wild,7.72,3.05,19.00,5.60,2.01,24.00,NA,baseline,0,4,NA,"PHYSIOLOGY IN TEXT &  FIGURES, early chick stage: unexperienced, PHYSIOLOGY IN TEXT &  FIGURES, early chick stage: unexperienced",1,,1
448,A496,"Schmid, B; Chastel, O; Jenni, L",10.1016/j.ygcen.2011.07.012,Upupa epops,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Prolactin: baseline,ng/ml,high values = slow,physiology,wild,99.11,32.45,47.00,145.97,55.95,73.00,NA,baseline,1,1,NA,"PHYSIOLOGY IN TEXT &  FIGURES, early chick stage: unexperienced, PHYSIOLOGY IN TEXT &  FIGURES, early chick stage: unexperienced",1,,1
449,A496,"Schmid, B; Chastel, O; Jenni, L",10.1016/j.ygcen.2011.07.012,Upupa epops,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Prolactin: stress,ng/ml,high values = slow,physiology,wild,31.93,14.81,47.00,58.47,28.42,73.00,NA,stressed,1,1,NA,"PHYSIOLOGY IN TEXT &  FIGURES, early chick stage: unexperienced, PHYSIOLOGY IN TEXT &  FIGURES, early chick stage: unexperienced",1,,1
450,A497,"Schmid, B; Tam-Dafond, L; Jenni-Eiermann, S; Arlettaz, R; Schaub, M; Jenni, L",10.1007/s00442-013-2598-7,Upupa epops,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Corticosterone,ng/ml,high values = slow,physiology,wild,30.27,18.23,123.00,25.53,17.22,175.00,NA,baseline,0,0,NA,"PHYSIOLOGY IN FIGURESPHYSIOLOGY IN FIGURES, ",1,,1
451,A502,"Schrandt, MN; Lema, SC",10.3354/meps09411,Stegastes partitus,fish,NA,NA,NA,NA,iteroparous,NA,NA,promiscuity,male,NA,NA,plasma cortisol,ng/ml,high values = slow,physiology,wild,19.13,7.31,NA,10.69,27.00,NA,NA,,NA,NA,NA,"PHYSIOLOGY IN FIGURES (also gene-expression data, habitat 1: baseline, PHYSIOLOGY IN FIGURES (also gene-expression data, habitat 1: baseline",0,"remove: no sample size -> cannot do SDs, remove: no sample size -> cannot do SDs",0
452,A502,"Schrandt, MN; Lema, SC",10.3354/meps09411,Stegastes partitus,fish,NA,NA,NA,NA,iteroparous,NA,NA,promiscuity,male,NA,NA,plasma cortisol,ng/ml,high values = slow,physiology,wild,76.50,7.88,NA,76.50,30.38,NA,NA,,NA,NA,NA,"PHYSIOLOGY IN FIGURES (also gene-expression data, Habitat 1: stressed, PHYSIOLOGY IN FIGURES (also gene-expression data, Habitat 1: stressed",0,"remove: no sample size -> cannot do SDs, remove: no sample size -> cannot do SDs",0
453,A502,"Schrandt, MN; Lema, SC",10.3354/meps09411,Stegastes partitus,fish,NA,NA,NA,NA,iteroparous,NA,NA,promiscuity,male,NA,NA,plasma cortisol,ng/ml,high values = slow,physiology,wild,9.56,11.81,NA,6.75,12.94,NA,NA,,NA,NA,NA,"PHYSIOLOGY IN FIGURES (also gene-expression data, habitat 2: baseline, PHYSIOLOGY IN FIGURES (also gene-expression data, habitat 2: baseline",0,"remove: no sample size -> cannot do SDs, remove: no sample size -> cannot do SDs",0
454,A502,"Schrandt, MN; Lema, SC",10.3354/meps09411,Stegastes partitus,fish,NA,NA,NA,NA,iteroparous,NA,NA,promiscuity,male,NA,NA,plasma cortisol,ng/ml,high values = slow,physiology,wild,94.50,10.69,NA,145.69,14.06,NA,NA,,NA,NA,NA,"PHYSIOLOGY IN FIGURES (also gene-expression data, Habitat 2: stressed, PHYSIOLOGY IN FIGURES (also gene-expression data, Habitat 2: stressed",0,"remove: no sample size -> cannot do SDs, remove: no sample size -> cannot do SDs",0
455,A506,"Schwartz, TS; Bronikowski, AM",10.1111/j.1365-294X.2012.05750.x,Thamnophis elegans,reptile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"model estimates, model estimates",0
456,A527,"Stephenson, JF; van Oosterhout, C; Cable, J",10.1098/rsbl.2015.0806,Poecilia reticulata,fish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"mass index, mass index",0
457,A527,"Stephenson, JF; van Oosterhout, C; Cable, J",10.1098/rsbl.2015.0806,Poecilia reticulata,fish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"mass index, mass index",0
458,A527,"Stephenson, JF; van Oosterhout, C; Cable, J",10.1098/rsbl.2015.0806,Poecilia reticulata,fish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"mass index, mass index",0
459,A527,"Stephenson, JF; van Oosterhout, C; Cable, J",10.1098/rsbl.2015.0806,Poecilia reticulata,fish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"mass index, mass index",0
460,A533,"Swierk, L; Graham, SP; Langkilde, T",10.1007/s00265-014-1784-x,Lithobates sylvaticus,amphibian,NA,NA,NA,NA,iteroparous,NA,NA,promiscuity,none,NA,NA,time spend in the water surface (investment in mating or bodness?),s,high values = fast,behavior,wild,105.00,121.12,21.00,30.00,55.63,21.00,boldness,,0,1,1,"BEHAVIOR AND PHYSIOLOGY IN FIGUREBEHAVIOR AND PHYSIOLOGY IN FIGURE, ",1,,1
461,A533,"Swierk, L; Graham, SP; Langkilde, T",10.1007/s00265-014-1784-x,Lithobates sylvaticus,amphibian,NA,NA,NA,NA,iteroparous,NA,NA,promiscuity,none,NA,NA,time spend active,s,high values = fast,behavior,wild,18.55,16.18,21.00,35.51,21.86,21.00,boldness,,0,1,1,"BEHAVIOR AND PHYSIOLOGY IN FIGUREBEHAVIOR AND PHYSIOLOGY IN FIGURE, ",1,,1
462,A533,"Swierk, L; Graham, SP; Langkilde, T",10.1007/s00265-014-1784-x,Lithobates sylvaticus,amphibian,NA,NA,NA,NA,iteroparous,NA,NA,promiscuity,none,NA,NA,Corticosterone,ng/ml,high values = slow,physiology,wild,31.87,4.19,NA,49.89,13.84,NA,NA,,NA,NA,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, during pre-breeding migration: baseline, BEHAVIOR AND PHYSIOLOGY IN FIGURE, during pre-breeding migration: baseline",0,"remove: no sample size -> cannot do SDs, remove: no sample size -> cannot do SDs",0
463,A533,"Swierk, L; Graham, SP; Langkilde, T",10.1007/s00265-014-1784-x,Lithobates sylvaticus,amphibian,NA,NA,NA,NA,iteroparous,NA,NA,promiscuity,none,NA,NA,Corticosterone,ng/ml,high values = slow,physiology,wild,6.12,2.58,NA,14.81,4.83,NA,NA,,NA,NA,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, during pre-breeding migration: stress, BEHAVIOR AND PHYSIOLOGY IN FIGURE, during pre-breeding migration: stress",0,"remove: no sample size -> cannot do SDs, remove: no sample size -> cannot do SDs",0
464,A533,"Swierk, L; Graham, SP; Langkilde, T",10.1007/s00265-014-1784-x,Lithobates sylvaticus,amphibian,NA,NA,NA,NA,iteroparous,NA,NA,promiscuity,none,NA,NA,Corticosterone,ng/ml,high values = slow,physiology,wild,33.16,11.70,10.00,14.65,15.78,10.00,NA,baseline,1,2,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, during breeding, high competition: baseline, BEHAVIOR AND PHYSIOLOGY IN FIGURE, during breeding, high competition: baseline",1,,1
465,A533,"Swierk, L; Graham, SP; Langkilde, T",10.1007/s00265-014-1784-x,Lithobates sylvaticus,amphibian,NA,NA,NA,NA,iteroparous,NA,NA,promiscuity,none,NA,NA,Corticosterone,ng/ml,high values = slow,physiology,wild,4.67,11.19,10.00,13.68,11.70,10.00,NA,baseline,1,2,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, during breeding, high competition: stress, BEHAVIOR AND PHYSIOLOGY IN FIGURE, during breeding, high competition: stress",1,,1
466,A533,"Swierk, L; Graham, SP; Langkilde, T",10.1007/s00265-014-1784-x,Lithobates sylvaticus,amphibian,NA,NA,NA,NA,iteroparous,NA,NA,promiscuity,none,NA,NA,Corticosterone,ng/ml,high values = slow,physiology,wild,34.12,11.85,8.00,15.13,12.76,8.00,NA,baseline,2,3,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, during breeding, low competition: baseline, BEHAVIOR AND PHYSIOLOGY IN FIGURE, during breeding, low competition: baseline",1,,1
467,A533,"Swierk, L; Graham, SP; Langkilde, T",10.1007/s00265-014-1784-x,Lithobates sylvaticus,amphibian,NA,NA,NA,NA,iteroparous,NA,NA,promiscuity,none,NA,NA,Corticosterone,ng/ml,high values = slow,physiology,wild,2.90,6.82,8.00,33.56,23.22,8.00,NA,baseline,2,3,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, during breeding, low competition: stress, BEHAVIOR AND PHYSIOLOGY IN FIGURE, during breeding, low competition: stress",1,,1
468,A534,"Tartu, S; Angelier, F; Wingfield, JC; Bustamante, P; Labadie, P; Budzinski, H; Weimerskirch, H; Bustnes, JO; Chastel, O",10.1016/j.scitotenv.2014.10.008,Pagodroma nivea,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,prolactin,ng/ml,high values = slow,physiology,wild,139.50,30.70,27.00,239.50,36.30,22.00,NA,baseline,1,1,NA,"PHYSIOLOGY IN TEXT &  FIGURESPHYSIOLOGY IN TEXT &  FIGURES, ",1,,1
469,A534,"Tartu, S; Angelier, F; Wingfield, JC; Bustamante, P; Labadie, P; Budzinski, H; Weimerskirch, H; Bustnes, JO; Chastel, O",10.1016/j.scitotenv.2014.10.008,Pagodroma nivea,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,prolactin after 30 minutes,ng/ml,high values = slow,physiology,wild,90.90,24.70,27.00,169.40,32.10,22.00,NA,stressed,1,1,NA,"PHYSIOLOGY IN TEXT &  FIGURESPHYSIOLOGY IN TEXT &  FIGURES, ",1,,1
